"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
8077,12/31/2025 0:00:00,3776,0,0,0,0,19315027,398326,133814,25588154,0,19315027,398326,133814,0,0,0,16,0,0,0,0,102025,0,0,0,0,0,0,0,0,872579,0,408116,0,0,0,0,0,0,0,0,0,0,0,348323,0,0,0,0,0,0,0,0,451706,16386,18133,355622,27231,102218,111005,0,0,0,0,11762,5555,6002503,0,0,2400113,0,0,0,0,959827,384215,0,0,0,0,55,1259,33,2655,330,174,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1280695,0,356180,81819,0,431858,0,75000,628,0,0,0,0,0,0,0,436551,4284911,0,0,0,0,0,0,0,0,0,0,4726710,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,80026,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,12/31/2025 0:00:00,3777,0,0,0,0,138998025,10254337,9186,173937748,0,140446866,10254337,9186,0,0,0,175,0,0,0,0,122024,0,0,0,0,0,0,0,0,12406448,0,778820,0,0,0,0,0,0,0,0,0,0,0,2678005,0,0,0,0,0,0,0,0,5986776,37394,1052799,3731117,225437,954395,224907,0,0,0,0,46275,583073,61559187,0,0,13038274,0,0,0,0,6576060,4813319,0,0,0,-457365,689,11276,254,22480,0,432,35138,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,13185268,0,5369459,3107615,0,-536587,0,0,1447678,0,0,0,0,0,0,0,8209387,5567088,0,0,0,0,0,0,0,0,0,0,19649194,1130,0,0,0,382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,6375181,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,12/31/2025 0:00:00,3785,0,0,0,0,1568120,0,0,1754839,0,1568120,0,0,0,0,0,0,0,0,0,0,92025,0,0,0,0,0,0,0,0,51754,0,23414,0,0,0,0,0,0,0,0,0,0,0,23845,0,0,0,0,0,0,0,0,54068,0,4322,33833,210,3096,3432,0,0,0,0,0,4424,272671,0,0,536844,0,0,0,0,0,58197,0,0,0,0,0,130,0,273,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,75168,0,23845,0,0,-4372,0,5910,0,0,0,0,0,0,0,0,8943,358992,0,0,0,0,0,0,0,0,0,0,184994,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,14797,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,12/31/2025 0:00:00,3787,0,0,0,0,109906863,233223,0,129814065,0,109906863,233223,0,0,0,0,12,0,0,0,0,62025,0,0,0,0,0,0,0,0,4711487,0,2396238,0,0,0,0,0,0,0,0,0,0,0,155692,0,0,0,0,0,0,0,0,1764578,34279,154681,655388,41250,196475,467500,0,0,0,0,20532,36512,11238969,0,0,7125106,0,0,0,0,0,2209150,0,0,0,0,658,5619,72,9969,0,0,16318,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7107725,0,780671,2345053,0,2005160,0,150743,0,0,0,0,0,0,0,0,427262,16415006,0,0,0,0,0,0,0,0,0,0,19083493,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35127099,0,0,81286,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,12/31/2025 0:00:00,3794,0,0,0,0,200914419,5854871,802414,229396236,0,200914419,5854871,802414,0,0,0,17,0,0,0,0,92024,0,0,0,0,0,0,0,0,9057127,0,2489276,0,0,0,0,0,0,0,0,0,0,0,807353,0,0,0,0,0,0,0,0,4772752,63867,436755,658202,96750,470114,2002673,0,0,0,0,42965,249211,51298213,0,0,19607119,0,0,0,0,10816242,5615397,0,0,0,0,2123,10764,528,24892,0,1933,40240,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0,11546403,0,2339032,2245523,0,1860832,0,482305,0,0,0,0,0,0,0,0,1807760,38083389,0,0,0,0,0,0,0,0,0,0,20723927,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,56987521,0,0,0,0,0,0,0,0,0,17000000,0,0,261310,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111,12/31/2025 0:00:00,3795,0,0,0,0,13888454629,1178513596,119259377,19203984884,0,13888454629,1178513596,119259377,0,0,0,10970,0,0,0,0,32025,0,0,0,0,0,0,0,0,739688276,0,252142148,0,0,0,0,0,0,0,0,0,0,0,116659826,0,0,0,0,0,0,0,0,262909104,2409964,25038182,166573510,14066829,9959172,1622095,0,0,0,0,923375,0,2651411080,0,0,793891700,0,0,0,0,645995494,436014167,0,0,-101238,969194,104292,923990,38360,1302570,0,130119,2499331,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,1,0,0,0,0,0,0,991830424,0,257711248,396710094,0,267629347,0,700386,0,0,0,0,0,0,0,0,439148014,346129227,0,0,0,0,0,0,0,-5226100,-82409307,86308,2494119224,1298,0,391203202,0,10896931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58226,1379558803,0,0,0,0,0,1500000000,0,0,1500000000,6862990035,0,0,409466585,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20142737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,12/31/2025 0:00:00,3796,0,0,0,0,64596086,933589,0,78307502,0,64596086,933589,0,0,0,0,34,0,0,0,0,92025,0,0,0,0,0,0,0,0,2449955,0,1356155,0,0,0,0,0,0,0,0,0,0,0,191495,0,0,0,0,0,0,0,0,1264542,13229,111321,324625,75924,99468,476260,0,0,0,0,14899,36967,8901460,0,0,4284488,0,0,0,0,2633414,4935583,0,0,0,-16914,283,2768,196,4784,2,204,8237,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3806110,0,615556,585205,0,1049748,0,109822,1,0,0,0,0,0,0,0,409463,3269997,0,0,0,0,0,0,0,0,0,0,13338364,1703,0,0,0,62500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380000,0,0,657227,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,12/31/2025 0:00:00,3798,0,0,0,0,7688908596,373589101,76534187,9921761269,0,7759251608,376283101,76534187,0,0,0,2590,0,0,0,0,122024,0,0,0,0,0,0,0,0,358092161,0,127446564,0,0,0,0,0,0,0,0,0,0,0,14861898,0,0,0,0,0,0,0,0,101155295,668574,13801469,33778925,11126710,19818165,28704098,0,0,0,0,779617,1988240,442544761,0,0,188166197,0,0,0,0,117021855,292485754,0,0,-1152517,0,65130,233103,15769,562391,0,31605,908003,0,0,0,0,0,0,0,0,0,0,0,0,0,899,33,0,0,0,0,0,334937910,485538725,0,69653061,204587689,552,81667016,0,3334334,315539,8949,0,0,0,0,0,0,16881716,608581306,0,0,0,0,0,0,0,-881652,-24473137,0,1049447695,1058,0,1856275878,0,727980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83218,2326951950,0,0,0,0,0,495000000,28750000,0,523750000,2668802937,0,0,143746704,1648.3,0,0,0,0,0,2430687,617288,41341,0,1145740,0,0,0,0,0,0,0,0,33584155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8118,12/31/2025 0:00:00,3800,0,0,0,0,9772286,0,0,13934204,0,9772286,0,0,0,0,0,29,0,0,0,0,122022,0,0,0,0,0,0,0,0,755127,0,154522,0,0,0,0,0,0,0,0,0,0,0,23559,0,0,0,0,0,0,0,0,255294,86142,80896,85984,3051,7024,221587,0,0,0,0,2485,17281,1912292,0,0,3598648,0,0,0,0,0,3302385,0,0,0,0,162,330,24,1556,0,0,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,909649,0,67123,196050,0,18592,0,20000,167425,0,0,0,0,0,0,0,0,768400,0,0,0,0,0,0,0,0,0,0,3848812,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675607,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,12/31/2025 0:00:00,3801,0,0,0,0,25659788,19246,0,30523788,0,25659788,19246,0,0,0,0,12,0,0,0,0,122024,0,0,0,0,0,0,0,0,1246375,0,220858,0,0,0,0,0,0,0,0,0,0,0,251335,0,0,0,0,0,0,0,0,478158,0,145785,340815,39466,52624,124862,0,0,0,0,5764,5317,7840504,0,0,2914552,0,0,0,0,670326,1042858,0,0,0,0,53,1345,2,3435,0,218,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1467233,0,319088,98270,0,394463,114300,0,0,0,0,0,0,0,0,0,238999,2636767,0,0,0,0,0,0,0,0,0,0,4692539,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,275183,0,0,0,0,0,0,0,0,0,1500000,0,0,68833,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8129,12/31/2025 0:00:00,3808,0,0,0,0,15206549,3029544,0,21977842,0,15206549,3029544,0,0,0,0,32,0,0,0,0,52025,0,0,0,0,0,0,0,0,985670,0,153066,0,0,0,0,0,0,0,0,0,0,0,163193,0,0,0,0,0,0,0,0,475089,3298,66779,323441,14980,10628,50272,0,0,0,0,12565,22461,5598835,0,0,2660067,0,0,0,0,173770,984765,0,0,0,0,90,1787,0,3350,16,0,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,1138736,0,222397,161932,0,-165612,0,23201,66442,0,0,0,0,0,0,0,294712,3347182,0,0,0,0,0,0,0,0,0,0,3571669,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,17637,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8132,12/31/2025 0:00:00,3810,0,0,0,0,55979374,1145112,0,72991773,0,55979374,1145112,0,0,0,0,33,0,0,0,0,82025,0,0,0,0,0,0,0,0,1913793,0,1077387,0,0,0,0,0,0,0,0,0,0,0,286636,0,0,0,0,0,0,0,0,920113,2953,73952,143039,36170,106294,578624,0,-5216,0,0,12803,35322,16244837,0,0,6510842,0,0,0,0,1052355,422264,0,0,-40229,0,216,2390,255,4901,0,174,7936,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2991180,0,246407,991315,0,230057,0,111807,0,0,0,0,0,0,0,0,136821,7251533,0,0,0,0,0,0,0,0,0,0,15458533,2118,0,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,12/31/2025 0:00:00,3813,0,0,0,0,12033524,0,0,13389071,0,12033524,0,0,0,0,0,13,0,0,0,0,122024,0,0,0,0,0,0,0,0,639840,0,99807,0,0,0,0,0,0,0,0,0,0,0,23260,0,0,0,0,0,0,0,0,184542,0,24000,50727,6200,14000,55166,0,0,0,0,2850,5394,1738431,0,0,1307122,0,0,0,0,0,608428,0,0,0,0,0,0,0,1323,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,739647,0,23260,277912,0,95726,0,61000,0,0,0,0,0,0,0,0,187895,926053,0,0,0,0,0,0,0,0,0,0,1331217,994,0,0,0,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,12/31/2025 0:00:00,3825,0,0,0,0,447446070,38515174,5497423,563079816,0,467261589,38515174,5497423,0,0,0,477,0,0,0,0,92025,0,0,0,0,0,0,0,0,24685908,0,4596775,0,0,0,0,0,0,0,0,0,0,0,7461466,0,0,0,0,0,0,0,0,10250086,217966,3879967,3626501,221045,1379719,5856649,0,0,0,0,121937,910453,72141549,0,0,23390392,0,0,0,0,9688441,9238023,0,0,-58003,0,2925,22409,1074,61971,0,3646,92111,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,29282683,0,10386736,9208856,0,-184735,0,4413,249359,0,0,0,0,0,0,0,2287886,35010717,0,0,0,0,0,0,0,0,613764,0,34369765,606,0,0,0,404618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13311,313744716,0,0,0,0,0,0,0,0,0,108611080,0,0,7629136,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8187,12/31/2025 0:00:00,3832,0,0,0,0,292489976,20800834,7607337,381431650,0,292489976,20800834,7607337,0,0,0,326,0,0,0,0,122024,0,0,0,0,0,0,0,0,21286076,0,1249452,0,0,0,0,0,0,0,0,0,0,0,2401812,0,0,0,0,0,0,0,0,8153031,153235,936095,1829726,1430739,2156954,1040172,0,0,0,0,72837,81581,42559349,0,0,18967212,0,0,0,0,21403819,32579153,0,0,-51667,0,2676,14700,832,21933,5035,3175,48351,0,0,0,0,0,0,0,0,0,0,0,0,0,87,8,0,0,0,0,0,0,22535528,0,5801258,7800988,0,1930118,0,800211,0,0,0,0,0,0,0,0,2968637,15804852,0,0,0,0,0,0,0,0,0,0,43200067,1133,0,0,0,260077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1443555,0,0,0,0,0,14999999,0,0,14999999,98651526,0,0,8459376,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,12/31/2025 0:00:00,3842,0,0,0,0,117048427,493423,212791,134978911,0,117048427,493423,212791,0,0,0,33,0,0,0,0,122024,0,0,0,0,0,0,0,0,4995716,0,953860,0,0,0,0,0,0,0,0,0,0,0,549870,0,0,0,0,0,0,0,0,2194762,68354,163243,544774,118704,419435,859029,0,37720,0,0,23688,62052,16480692,0,0,3102553,0,0,0,0,1483601,1637555,0,0,3327,0,550,7568,0,13713,61,0,21892,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,5949576,0,1569767,614706,0,2370230,0,311700,73936,0,0,0,0,0,0,130696075,1250647,7857705,0,0,0,0,0,0,0,0,0,0,17007936,1301,0,72605591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,12146229,0,0,0,0,0,0,0,0,0,17000000,0,0,258602,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,12/31/2025 0:00:00,3845,0,0,0,0,335680,0,0,617121,0,335680,0,0,0,0,0,4,0,0,0,0,92025,0,0,0,0,0,0,0,0,46072,0,4978,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,13570,-100,1045,6233,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51050,0,490,3012,0,20566,0,0,0,0,0,0,0,0,0,0,200,88625,0,0,0,0,0,0,0,0,0,0,278672,4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,12/31/2025 0:00:00,3847,0,0,0,0,652100580,36423276,7936680,858390793,0,652100580,47209276,15594680,0,0,0,87,0,0,0,0,122024,0,0,0,0,0,0,0,0,36696177,0,4006079,0,0,0,0,0,0,0,0,0,0,0,3932974,0,0,0,0,0,0,0,0,15948363,233622,1638566,2015703,966367,1072839,3530156,0,0,0,0,151978,269138,55423427,0,0,12482190,0,0,0,0,15561777,4824925,0,0,0,0,6099,21566,1752,60174,0,7834,97500,0,0,0,0,0,0,0,0,0,0,0,0,0,127,9,0,0,0,0,0,0,40702256,0,7432354,16139387,0,5268491,0,535000,0,0,0,0,0,0,0,0,2112240,41931703,0,0,0,0,0,0,0,0,-634007,0,82221741,958,0,131936604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,5226144,0,0,0,0,0,15993757,35520568,7000792,58515117,462394595,0,0,881787,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8229,12/31/2025 0:00:00,3851,0,0,0,0,78646890,4391528,0,95167126,0,78646890,4391528,0,0,0,0,65,0,0,0,0,92024,0,0,0,0,0,0,0,0,3242648,0,944904,0,0,0,0,0,0,0,0,0,0,0,256857,0,0,0,0,0,0,0,0,1228674,1238,259452,835445,43196,28547,133563,0,0,0,0,13143,122678,24666713,0,0,15333172,0,0,0,0,927934,2615948,0,0,-9567,0,734,4139,101,9294,0,160,14428,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,4187552,0,947652,882985,0,1338883,0,169601,164611,0,0,0,0,0,0,0,1370274,12711401,0,0,0,0,0,0,0,0,0,0,11089850,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1303391,0,0,0,0,0,0,0,0,0,5650000,0,0,792512,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8230,12/31/2025 0:00:00,3852,0,0,0,0,54729520,3649643,300167,85594556,0,54729520,3649643,300167,0,0,0,22,0,0,0,0,92024,0,0,0,0,0,0,0,0,3350430,0,580338,0,0,0,0,0,0,0,0,0,0,0,1350760,0,0,0,0,0,0,0,0,2125636,15917,133927,678133,16715,107228,514774,0,0,0,0,17043,30158,7441157,0,0,610942,0,0,0,0,893774,803058,0,0,0,11214,290,1320,136,3427,0,130,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,3930768,0,1361974,2185999,0,-760788,0,0,0,0,0,0,0,0,0,0,1411569,6669331,0,0,0,0,0,0,0,0,0,0,7055464,824,0,0,0,0,0,17500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900000,12000000,0,21900000,41851499,0,0,698685,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,12/31/2025 0:00:00,3859,0,0,0,0,61996405,30624,164881,67623267,0,61996405,30624,164881,0,0,0,26,0,0,0,0,32025,0,0,0,0,0,0,0,0,1426028,0,1188258,0,0,0,0,0,0,0,0,0,0,0,347286,0,0,0,0,0,0,0,0,1208689,74723,301472,614967,39072,177382,146830,0,0,0,0,12318,88030,5980268,0,0,4639922,0,0,0,0,1802109,2531567,0,0,-8081,9056,81,4466,49,6199,14,105,10914,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,2614286,0,723051,117635,0,263300,0,65582,0,0,500000,0,0,0,0,0,1015911,23326169,0,0,0,0,0,0,0,0,0,0,5791522,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,5072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
